Health,NeighNum,DistFood,DistSafe,DistFox,Seek Food,Eat
3,1,1,1,2,0,0
3,1,1,1,3,0,0
3,1,1,2,0,0,0
3,1,1,2,1,0,0
3,1,1,2,2,0,0
3,1,1,2,3,0,0
3,1,1,3,0,-2.63961833857796,-2.63961833857796
3,1,1,3,1,-3.25562848179896,-3.25562848179896
3,1,1,3,2,-2.29142475459065,-2.29142475459065
3,1,1,3,3,-3.7946461376712,-3.7946461376712
3,1,2,0,0,0,0
3,1,2,0,1,0,0
3,1,2,0,2,0,0
3,1,2,0,3,0,0
3,1,2,1,0,0,0
3,1,2,1,1,0,0
3,1,2,1,2,0,0
3,1,2,1,3,0,0
3,1,2,2,0,0,0
3,1,2,2,1,0,0
3,1,2,2,2,0,0
3,1,2,2,3,0,0
3,1,2,3,0,-2.2674972141182,-2.2674972141182
3,1,2,3,1,-2.55616418825807,-2.55616418825807
3,1,2,3,2,-2.6566076041964,-2.6566076041964
3,1,2,3,3,-3.17378343926905,-3.17378343926905
3,1,3,0,0,0,0
3,1,3,0,1,0,0
3,1,3,0,2,0,0
3,1,3,0,3,0,0
3,1,3,1,0,-0.349598734000868,-0.349598734000868
3,1,3,1,1,-1.72179013756504,-1.72179013756504
3,1,3,1,2,-0.614886272436665,-0.614886272436665
3,1,3,1,3,-1.7429849846734,-1.7429849846734
3,1,3,2,0,-1.38606610825003,-1.38606610825003
3,1,3,2,1,-1.0104021987387,-1.0104021987387
3,1,3,2,2,-0.494777355820113,-0.494777355820113
3,1,3,2,3,-2.13197768380685,-2.13197768380685
3,1,3,3,0,-2.88492288653804,-2.88492288653804
3,1,3,3,1,-3.60477559371528,-3.60477559371528
3,1,3,3,2,-3.52668133779329,-3.52668133779329
3,1,3,3,3,-3.77160778835221,-3.77160778835221
3,2,0,0,0,0,0
3,2,0,0,1,0,0
3,2,0,0,2,0,0
3,2,0,0,3,0,0
3,2,0,1,0,0,0
3,2,0,1,1,0,0
3,2,0,1,2,0,0
3,2,0,1,3,0,0
3,2,0,2,0,0,0
3,2,0,2,1,0,0
3,2,0,2,2,0,0
3,2,0,2,3,0,0
3,2,0,3,0,0,0
3,2,0,3,1,0,0
3,2,0,3,2,0,0
3,2,0,3,3,0,0
3,2,1,0,0,0,0
3,2,1,0,1,0,0
3,2,1,0,2,0,0
3,2,1,0,3,0,0
3,2,1,1,0,0,0
3,2,1,1,1,0,0
3,2,1,1,2,0,0
3,2,1,1,3,0,0
3,2,1,2,0,0,0
3,2,1,2,1,0,0
3,2,1,2,2,0,0
3,2,1,2,3,0,0
3,2,1,3,0,-1.50086163534272,-1.50086163534272
3,2,1,3,1,-1.02606534709406,-1.02606534709406
3,2,1,3,2,-1.46274611638348,-1.46274611638348
3,2,1,3,3,-3.39129403026383,-3.39129403026383
3,2,2,0,0,0,0
3,2,2,0,1,0,0
3,2,2,0,2,0,0
3,2,2,0,3,0,0
3,2,2,1,0,0,0
3,2,2,1,1,0,0
3,2,2,1,2,0,0
3,2,2,1,3,0,0
3,2,2,2,0,0,0
3,2,2,2,1,0,0
3,2,2,2,2,0,0
3,2,2,2,3,0,0
3,2,2,3,0,-0.419482643737539,-0.419482643737539
3,2,2,3,1,-1.27844148715617,-1.27844148715617
3,2,2,3,2,-1.23710821338243,-1.23710821338243
3,2,2,3,3,-3.75262374528891,-3.75262374528891
3,2,3,0,0,0,0
3,2,3,0,1,0,0
3,2,3,0,2,0,0
3,2,3,0,3,0,0
3,2,3,1,0,-0.573869800573068,-0.573869800573068
3,2,3,1,1,-1.36659667722235,-1.36659667722235
3,2,3,1,2,0,0
3,2,3,1,3,-0.199857882769381,-0.199857882769381
3,2,3,2,0,-0.563309763100401,-0.563309763100401
3,2,3,2,1,0,0
3,2,3,2,2,0,0
3,2,3,2,3,0,0
3,2,3,3,0,-2.0146887186345,-2.0146887186345
3,2,3,3,1,-2.41767100733797,-2.41767100733797
3,2,3,3,2,-3.76987558842626,-3.76987558842626
3,2,3,3,3,-3.76233925128881,-3.76233925128881
3,3,0,0,0,0,0
3,3,0,0,1,0,0
3,3,0,0,2,0,0
3,3,0,0,3,0,0
3,3,0,1,0,0,0
3,3,0,1,1,0,0
3,3,0,1,2,0,0
3,3,0,1,3,0,0
3,3,0,2,0,0,0
3,3,0,2,1,0,0
3,3,0,2,2,0,0
3,3,0,2,3,0,0
3,3,0,3,0,0,0
3,3,0,3,1,0,0
3,3,0,3,2,0,0
3,3,0,3,3,0,0
3,3,1,0,0,0,0
3,3,1,0,1,0,0
3,3,1,0,2,0,0
3,3,1,0,3,0,0
3,3,1,1,0,0,0
3,3,1,1,1,0,0
3,3,1,1,2,0,0
3,3,1,1,3,0,0
3,3,1,2,0,0,0
3,3,1,2,1,0,0
3,3,1,2,2,0,0
3,3,1,2,3,0,0
3,3,1,3,0,0,0
3,3,1,3,1,0,0
3,3,1,3,2,0,0
3,3,1,3,3,-0.423808632524772,-0.423808632524772
3,3,2,0,0,0,0
3,3,2,0,1,0,0
3,3,2,0,2,0,0
3,3,2,0,3,0,0
3,3,2,1,0,0,0
3,3,2,1,1,0,0
3,3,2,1,2,0,0
3,3,2,1,3,0,0
3,3,2,2,0,0,0
3,3,2,2,1,0,0
3,3,2,2,2,0,0
3,3,2,2,3,0,0
3,3,2,3,0,0,0
3,3,2,3,1,0,0
3,3,2,3,2,0,0
3,3,2,3,3,0,0
3,3,3,0,0,0,0
3,3,3,0,1,0,0
3,3,3,0,2,0,0
3,3,3,0,3,0,0
3,3,3,1,0,0,0
3,3,3,1,1,0,0
3,3,3,1,2,0,0
3,3,3,1,3,0,0
3,3,3,2,0,-0.163773341085026,-0.163773341085026
3,3,3,2,1,-0.163776321328876,-0.163776321328876
3,3,3,2,2,0,0
3,3,3,2,3,0,0
3,3,3,3,0,0,0
3,3,3,3,1,0,0
3,3,3,3,2,-0.423908441442742,-0.423908441442742
3,3,3,3,3,0,0
