Health,NeighNum,DistFood,DistSafe,DistFox,Flee,Seek Safe
3,1,1,1,3,0,0
3,1,1,2,0,0,0
3,1,1,2,1,0,0
3,1,1,2,2,0,0
3,1,1,2,3,0,0
3,1,1,3,0,-2.6660759871528,-2.6660759871528
3,1,1,3,1,-2.63630203634345,-2.63630203634345
3,1,1,3,2,0,0
3,1,1,3,3,-3.15585266379512,-3.15585266379512
3,1,2,0,0,0,0
3,1,2,0,1,0,0
3,1,2,0,2,0,0
3,1,2,0,3,0,0
3,1,2,1,0,0,0
3,1,2,1,1,0,0
3,1,2,1,2,0,0
3,1,2,1,3,0,0
3,1,2,2,0,0,0
3,1,2,2,1,0,0
3,1,2,2,2,0,0
3,1,2,2,3,0,0
3,1,2,3,0,-2.1843688466015,-2.1843688466015
3,1,2,3,1,-2.09916522520815,-2.09916522520815
3,1,2,3,2,-2.03667604761244,-2.03667604761244
3,1,2,3,3,-2.17759451325778,-2.17759451325778
3,1,3,0,0,0,0
3,1,3,0,1,0,0
3,1,3,0,2,0,0
3,1,3,0,3,0,0
3,1,3,1,0,-0.731231722670983,-0.731231722670983
3,1,3,1,1,-1.40887016879324,-1.40887016879324
3,1,3,1,2,-0.431199699043164,-0.431199699043164
3,1,3,1,3,-0.687035398932656,-0.687035398932656
3,1,3,2,0,-1.59661866863665,-1.59661866863665
3,1,3,2,1,0,0
3,1,3,2,2,-0.852717449410101,-0.852717449410101
3,1,3,2,3,-1.68521347127434,-1.68521347127434
3,1,3,3,0,-2.9527793782077,-2.9527793782077
3,1,3,3,1,-2.89397650650551,-2.89397650650551
3,1,3,3,2,-3.1748560859425,-3.1748560859425
3,1,3,3,3,-3.55996588026701,-3.55996588026701
3,2,0,0,0,0,0
3,2,0,0,1,0,0
3,2,0,0,2,0,0
3,2,0,0,3,0,0
3,2,0,1,0,0,0
3,2,0,1,1,0,0
3,2,0,1,2,0,0
3,2,0,1,3,0,0
3,2,0,2,0,0,0
3,2,0,2,1,0,0
3,2,0,2,2,0,0
3,2,0,2,3,0,0
3,2,0,3,0,0,0
3,2,0,3,1,0,0
3,2,0,3,2,0,0
3,2,0,3,3,0,0
3,2,1,0,0,0,0
3,2,1,0,1,0,0
3,2,1,0,2,0,0
3,2,1,0,3,0,0
3,2,1,1,0,0,0
3,2,1,1,1,0,0
3,2,1,1,2,0,0
3,2,1,1,3,0,0
3,2,1,2,0,0,0
3,2,1,2,1,0,0
3,2,1,2,2,0,0
3,2,1,2,3,0,0
3,2,1,3,0,-1.07680471058272,-1.07680471058272
3,2,1,3,1,-1.09969515460324,-1.09969515460324
3,2,1,3,2,-1.13892495101985,-1.13892495101985
3,2,1,3,3,-2.25305073643436,-2.25305073643436
3,2,2,0,0,0,0
3,2,2,0,1,0,0
3,2,2,0,2,0,0
3,2,2,0,3,0,0
3,2,2,1,0,0,0
3,2,2,1,1,0,0
3,2,2,1,2,0,0
3,2,2,1,3,0,0
3,2,2,2,0,0,0
3,2,2,2,1,0,0
3,2,2,2,2,0,0
3,2,2,2,3,0,0
3,2,2,3,0,-0.59660787492327,-0.59660787492327
3,2,2,3,1,-1.26103372630632,-1.26103372630632
3,2,2,3,2,-1.09820460546584,-1.09820460546584
3,2,2,3,3,-3.25163396416203,-3.25163396416203
3,2,3,0,0,0,0
3,2,3,0,1,0,0
3,2,3,0,2,0,0
3,2,3,0,3,0,0
3,2,3,1,0,-0.572046023189992,-0.572046023189992
3,2,3,1,1,-1.36544949179961,-1.36544949179961
3,2,3,1,2,-0.18422615153255,-0.18422615153255
3,2,3,1,3,-0.184229922640194,-0.184229922640194
3,2,3,2,0,-0.561202225203437,-0.561202225203437
3,2,3,2,1,0,0
3,2,3,2,2,0,0
3,2,3,2,3,0,0
3,2,3,3,0,-1.73162270649579,-1.73162270649579
3,2,3,3,1,-2.30905296648276,-2.30905296648276
3,2,3,3,2,-3.72464650794267,-3.72464650794267
3,2,3,3,3,-3.20459498993246,-3.20459498993246
3,3,0,0,0,0,0
3,3,0,0,1,0,0
3,3,0,0,2,0,0
3,3,0,0,3,0,0
3,3,0,1,0,0,0
3,3,0,1,1,0,0
3,3,0,1,2,0,0
3,3,0,1,3,0,0
3,3,0,2,0,0,0
3,3,0,2,1,0,0
3,3,0,2,2,0,0
3,3,0,2,3,0,0
3,3,0,3,0,0,0
3,3,0,3,1,0,0
3,3,0,3,2,0,0
3,3,0,3,3,0,0
3,3,1,0,0,0,0
3,3,1,0,1,0,0
3,3,1,0,2,0,0
3,3,1,0,3,0,0
3,3,1,1,0,0,0
3,3,1,1,1,0,0
3,3,1,1,2,0,0
3,3,1,1,3,0,0
3,3,1,2,0,0,0
3,3,1,2,1,0,0
3,3,1,2,2,0,0
3,3,1,2,3,0,0
3,3,1,3,0,0,0
3,3,1,3,1,-0.422455882493325,-0.422455882493325
3,3,1,3,2,0,0
3,3,1,3,3,0,0
3,3,2,0,0,0,0
3,3,2,0,1,0,0
3,3,2,0,2,0,0
3,3,2,0,3,0,0
3,3,2,1,0,0,0
3,3,2,1,1,0,0
3,3,2,1,2,0,0
3,3,2,1,3,0,0
3,3,2,2,0,0,0
3,3,2,2,1,0,0
3,3,2,2,2,0,0
3,3,2,2,3,0,0
3,3,2,3,0,0,0
3,3,2,3,1,0,0
3,3,2,3,2,0,0
3,3,2,3,3,0,0
3,3,3,0,0,0,0
3,3,3,0,1,0,0
3,3,3,0,2,0,0
3,3,3,0,3,0,0
3,3,3,1,0,0,0
3,3,3,1,1,0,0
3,3,3,1,2,0,0
3,3,3,1,3,0,0
3,3,3,2,0,-0.274347989192098,-0.274347989192098
3,3,3,2,1,-0.139366350648088,-0.139366350648088
3,3,3,2,2,0,0
3,3,3,2,3,0,0
3,3,3,3,0,0,0
3,3,3,3,1,0,0
3,3,3,3,2,-0.75925336586097,-0.75925336586097
3,3,3,3,3,0,0
